0.000000000000000000e+00,1.000000000000000056e-01,2.000000000000000111e-01,3.000000000000000444e-01,4.000000000000000222e-01,5.000000000000000000e-01,6.000000000000000888e-01,7.000000000000000666e-01,8.000000000000000444e-01,9.000000000000000222e-01,1.000000000000000000e+00,1.100000000000000089e+00,1.200000000000000178e+00,1.300000000000000044e+00,1.400000000000000133e+00,1.500000000000000000e+00,1.600000000000000089e+00,1.700000000000000178e+00,1.800000000000000044e+00,1.900000000000000133e+00,2.000000000000000000e+00
0.000000000000000000e+00,5.731920201518130309e-01,9.274441706858481682e-01,9.274441706858481682e-01,5.731920201518131419e-01,1.194241893681332725e-16,-5.731920201518132529e-01,-9.274441706858481682e-01,-9.274441706858482792e-01,-5.731920201518132529e-01,-2.388483787362665450e-16,5.731920201518134750e-01,9.274441706858483903e-01,9.274441706858482792e-01,5.731920201518132529e-01,3.582725681043997681e-16,-5.731920201518126978e-01,-9.274441706858486123e-01,-9.274441706858483903e-01,-5.731920201518133640e-01,-4.776967574725330899e-16
0.000000000000000000e+00,2.435376260044644359e-02,3.940521564146837186e-02,3.940521564146837186e-02,2.435376260044645053e-02,5.074090800936071604e-18,-2.435376260044645400e-02,-3.940521564146837186e-02,-3.940521564146837186e-02,-2.435376260044645400e-02,-1.014818160187214321e-17,2.435376260044646440e-02,3.940521564146837880e-02,3.940521564146837186e-02,2.435376260044645400e-02,1.522227240280821481e-17,-2.435376260044642971e-02,-3.940521564146838573e-02,-3.940521564146837880e-02,-2.435376260044645746e-02,-2.029636320374428642e-17
0.000000000000000000e+00,1.250032923813403918e-01,2.022595757786495030e-01,2.022595757786495030e-01,1.250032923813403918e-01,2.604435570654917878e-17,-1.250032923813404195e-01,-2.022595757786495030e-01,-2.022595757786495307e-01,-1.250032923813404195e-01,-5.208871141309835756e-17,1.250032923813404750e-01,2.022595757786495585e-01,2.022595757786495307e-01,1.250032923813404195e-01,7.813306711964753634e-17,-1.250032923813403085e-01,-2.022595757786495863e-01,-2.022595757786495585e-01,-1.250032923813404473e-01,-1.041774228261967151e-16
0.000000000000000000e+00,3.263156745181895468e-01,5.279898524322785835e-01,5.279898524322785835e-01,3.263156745181896023e-01,6.798766126773535419e-17,-3.263156745181896579e-01,-5.279898524322785835e-01,-5.279898524322786946e-01,-3.263156745181896579e-01,-1.359753225354707084e-16,3.263156745181897689e-01,5.279898524322786946e-01,5.279898524322786946e-01,3.263156745181896579e-01,2.039629838032060749e-16,-3.263156745181893248e-01,-5.279898524322788056e-01,-5.279898524322786946e-01,-3.263156745181897134e-01,-2.719506450709414168e-16
0.000000000000000000e+00,5.855657885849321342e-01,9.474653485795553332e-01,9.474653485795553332e-01,5.855657885849322453e-01,1.220022560763244555e-16,-5.855657885849323563e-01,-9.474653485795553332e-01,-9.474653485795554442e-01,-5.855657885849323563e-01,-2.440045121526489111e-16,5.855657885849325783e-01,9.474653485795555552e-01,9.474653485795554442e-01,5.855657885849323563e-01,3.660067682289733420e-16,-5.855657885849318012e-01,-9.474653485795557772e-01,-9.474653485795555552e-01,-5.855657885849324673e-01,-4.880090243052978222e-16
0.000000000000000000e+00,2.511426829278200490e-01,4.063573970030507354e-01,4.063573970030507354e-01,2.511426829278201045e-01,5.232541673634840573e-17,-2.511426829278201600e-01,-4.063573970030507354e-01,-4.063573970030507909e-01,-2.511426829278201600e-01,-1.046508334726968115e-16,2.511426829278202155e-01,4.063573970030508464e-01,4.063573970030507909e-01,2.511426829278201600e-01,1.569762502090452049e-16,-2.511426829278198825e-01,-4.063573970030509575e-01,-4.063573970030508464e-01,-2.511426829278201600e-01,-2.093016669453936229e-16
0.000000000000000000e+00,9.239818663675576638e-02,1.495034064771271487e-01,1.495034064771271487e-01,9.239818663675578025e-02,1.925110285948760026e-17,-9.239818663675580801e-02,-1.495034064771271487e-01,-1.495034064771271765e-01,-9.239818663675580801e-02,-3.850220571897520052e-17,9.239818663675583577e-02,1.495034064771272042e-01,1.495034064771271765e-01,9.239818663675580801e-02,5.775330857846279769e-17,-9.239818663675571087e-02,-1.495034064771272320e-01,-1.495034064771272042e-01,-9.239818663675582189e-02,-7.700441143795040103e-17
0.000000000000000000e+00,5.276078034981859233e-01,8.536873587897403359e-01,8.536873587897403359e-01,5.276078034981860343e-01,1.099267470966952442e-16,-5.276078034981860343e-01,-8.536873587897403359e-01,-8.536873587897404470e-01,-5.276078034981860343e-01,-2.198534941933904884e-16,5.276078034981862563e-01,8.536873587897405580e-01,8.536873587897404470e-01,5.276078034981860343e-01,3.297802412900857325e-16,-5.276078034981855902e-01,-8.536873587897407800e-01,-8.536873587897405580e-01,-5.276078034981861453e-01,-4.397069883867809767e-16
0.000000000000000000e+00,4.992630058435140183e-01,8.078245127802430314e-01,8.078245127802430314e-01,4.992630058435141294e-01,1.040211267047428195e-16,-4.992630058435142404e-01,-8.078245127802430314e-01,-8.078245127802431425e-01,-4.992630058435142404e-01,-2.080422534094856390e-16,4.992630058435144069e-01,8.078245127802432535e-01,8.078245127802431425e-01,4.992630058435142404e-01,3.120633801142284586e-16,-4.992630058435137408e-01,-8.078245127802433645e-01,-8.078245127802432535e-01,-4.992630058435142959e-01,-4.160845068189712781e-16
